Posicao;Nome;Curso;Opcao;Grupo;Media
734;Cora Aguilar Dillon;Matematica - Sao Carlos;2;2;787.00
735;Raymond Trevino Dominguez;Ciencias Sociais - Sao Carlos;1;1;787.00
736;Oleg Fields Robles;Biotecnologia - Sao Carlos;1;5;787.00
737;Athena Barber Bridges;Letras - Sao Carlos;1;3;787.00
738;Yetta Crane Schneider;Filosofia - Sao Carlos;2;3;786.88
739;Henry Avila Benjamin;Engenharia Quimica - Sao Carlos;2;3;786.71
740;Mia Young Kaufman;Engenharia Agronomica - Lagoa do Sino;1;2;786.56
741;Kaden Powell Brown;Gestao e Analise Ambiental - Sao Carlos;1;5;786.38
742;Bryar Preston Montoya;Engenharia Agronomica - Lagoa do Sino;1;1;786.33
743;Beau Mcmahon Guthrie;Psicologia - Sao Carlos;1;1;786.33
744;Karleigh Savage Huber;Engenharia Quimica - Sao Carlos;2;3;786.29
745;Rana Rich Foley;Engenharia de Materiais - Sao Carlos;1;2;786.14
746;Phyllis Martin Shepherd;Engenharia Florestal - Sorocaba;2;3;786.00
747;Olga Espinoza Combs;Engenharia Mecanica - Sao Carlos;1;1;786.00
748;Hillary Slater Conner;Enfermagem - Sao Carlos;1;3;786.00
749;Xandra Garrett Carr;Medicina - Sao Carlos;1;5;785.86
750;Gavin Dyer Warner;Psicologia - Sao Carlos;1;3;785.78
751;Sharon Clements Diaz;Engenharia de Producao - Sorocaba;2;3;785.63
752;Aurelia Bruce Rodriquez;Educacao Especial - Sao Carlos;1;1;785.57
753;Heather Kinney Kennedy;Ciencias Econimcas - Sorocaba;1;3;785.56
754;Valentine Beach Lott;Administracao - Sorocaba;1;4;785.50
755;Carter Williams Burris;Fisica - Sorocaba;1;1;785.44
756;Pascale Waters Leblanc;Engenharia de Producao - Sorocaba;1;4;785.00
757;Ursa Owens Stanton;Turismo - Sorocaba;1;5;784.89
758;Lois Hardy House;Letras - Sao Carlos;1;1;784.75
759;Ignacia Riggs Johnson;Fisioterapia - Sao Carlos;1;5;784.75
760;Seth Roach Hickman;Engenharia Mecanica - Sao Carlos;1;1;784.71
761;Uriel Contreras Johnson;Ciencia da Computacao - Sao Carlos;1;1;784.63
762;Martin Carver Goodman;Engenharia de Materiais - Sao Carlos;1;2;784.43
763;Upton Calhoun Deleon;Engenharia de Materiais - Sao Carlos;2;3;784.29
764;Shana Dennis Deleon;Engenharia Fisica - Sao Carlos;1;4;784.14
765;Kristen Woods Wolfe;Gestao e Analise Ambiental - Sao Carlos;1;1;784.00
766;Teegan Bailey Ryan;Biotecnologia - Sao Carlos;1;4;784.00
767;Mari Massey Ashley;Matematica - Sao Carlos;1;1;784.00
768;Lenore Donovan Houston;Engenharia Fisica - Sao Carlos;1;3;784.00
769;Colt Garrett Carlson;Turismo - Sorocaba;1;5;784.00
770;Hope Hutchinson Cardenas;Linguistica - Sao Carlos;1;5;783.88
771;Jillian Erickson Underwood;Ciencias Biologicas - Sorocaba;1;1;783.75
772;Shana Wilder Lindsay;Engenharia Eletrica - Sao Carlos;1;3;783.57
773;Gil Hays Roberson;Fisica - Sao Carlos;1;3;783.57
774;McKenzie Sanchez Robbins;Terapia Ocupacional - Sao Carlos;1;5;783.56
775;Herman Rios Humphrey;Educacao Especial - Sao Carlos;1;1;783.43
776;Aspen Cabrera Morse;Engenharia Mecanica - Sao Carlos;1;1;783.43
777;Carlos Tucker Kirkland;Pedagogia - Sao Carlos;1;5;783.43
778;Ezekiel Morgan Combs;Fisica - Araras;1;1;783.33
779;Ocean Stanton Lane;Matematica - Sorocaba;1;5;783.25
780;Florence Berger Solis;Estatistica - Sao Carlos;1;2;783.14
781;Gretchen Mack Davenport;Agroecologia - Araras;1;5;783.14
782;Sylvia James Ward;Ciencias Biologicas - Araras;1;5;783.13
783;Halla Kennedy Sharpe;Engenharia Agronomica - Lagoa do Sino;1;1;783.11
784;Jada Santos Ferrell;Terapia Ocupacional - Sao Carlos;2;5;783.00
785;Graham Miles Navarro;Imagem Som - Sao Carlos;1;1;783.00
786;Marsden Hurst Barber;Psicologia - Sao Carlos;1;2;783.00
787;Uriah Goff Campos;Terapia Ocupacional - Sao Carlos;1;1;782.89
788;Anthony Ewing Mccarthy;Ciencias Sociais - Sao Carlos;1;3;782.86
789;Ria Waters Padilla;Engenharia Fisica - Sao Carlos;1;5;782.86
790;Hollee Browning Downs;Quimica - Sorocaba;1;4;782.78
791;Rose Price Gutierrez;Engenharia de Producao - Sorocaba;1;5;782.75
792;Amy Potter Guerrero;Imagem Som - Sao Carlos;1;1;782.75
793;Salvador Oconnor Riley;Engenharia Ambiental - Lagoa do Sino;2;4;782.67
794;Thaddeus Lindsay Battle;Engenharia Mecanica - Sao Carlos;2;5;782.57
795;Nash;Agroecologia - Araras;1;3;782.57
796;Gregory Camacho Erickson;Fisica - Araras;1;2;782.56
797;Clark Mcneil Mcgowan;Turismo - Sorocaba;2;4;782.44
798;Callie Watson Tate;Engenharia Agronomica - Araras;1;4;782.43
799;Blaze Hale Roth;Engenharia Quimica - Sao Carlos;1;2;782.43
800;Owen Olson Stout;Pedagogia - Sao Carlos;1;5;782.43
801;Graham;Agroecologia - Araras;1;3;782.43
802;Wilma Chaney Hopper;Engenharia Quimica - Sao Carlos;1;2;782.43
803;Mohammad Hobbs Mcdaniel;Fisica - Sorocaba;1;2;782.33
804;Dean Bailey Cameron;Enhenharia de Producao - Sao Carlos;1;1;782.29
805;Haviva Yates Sykes;Biotecnologia - Sao Carlos;1;5;782.25
806;Barclay Berg Wilkerson;Linguistica - Sao Carlos;1;3;782.25
807;Baker Small Cash;Engenharia Agronomica - Araras;1;2;782.00
808;Kiara Sims Alexander;Biotecnologia - Sao Carlos;1;1;782.00
809;Demetria Shepard Foley;Enhenharia de Producao - Sao Carlos;1;3;782.00
810;Sage Sellers Castillo;Gerontologia - Sao Carlos;1;3;781.89
811;Roanna Turner Goodman;Ciencia da Computacao - Sao Carlos;1;2;781.88
812;Rahim Klein Bond;Engenharia Fisica - Sao Carlos;1;3;781.86
813;Autumn Dillon Buckley;Engenharia Fisica - Sao Carlos;1;4;781.86
814;Joel Mosley Ortiz;Educacao Fisica - Sao Carlos;1;2;781.83
815;Hermione Carey Craft;Engenharia Mecanica - Sao Carlos;2;4;781.71
816;Barbara Reilly Hall;Engenharia de Producao - Sorocaba;1;4;781.63
817;Xantha Hopkins Mayo;Engenharia Civil - Sao Carlos;1;4;781.50
818;Travis Valenzuela Blanchard;Biotecnologia - Sao Carlos;2;1;781.50
819;Candace Bell Santos;Engenharia de Materiais - Sao Carlos;1;5;781.43
820;Isadora Turner Hendricks;Medicina - Sao Carlos;1;4;781.29
821;Raphael Roberson Vang;Ciencias Biologicas - Araras;1;4;781.25
822;Anika Pierce Harper;Engenharia Agronomica - Lagoa do Sino;1;4;781.11
823;Claire Dotson Hart;Engenharia Florestal - Sorocaba;2;1;781.00
824;Montana Noel Head;Ciencia da Computacao - Sao Carlos;1;2;781.00
825;Ila Morris Mcknight;Quimica - Araras;1;4;780.89
826;Giselle Holt Hatfield;Fisioterapia - Sao Carlos;1;4;780.88
827;Amaya Cain Sanchez;Biotecnologia - Araras;1;5;780.78
828;Keely Camacho Ortega;Engenharia Ambiental - Lagoa do Sino;1;5;780.78
829;Sacha Mckinney Mueller;Fisica - Sao Carlos;1;5;780.71
830;Rhoda Rios Warren;Engenharia de alimentos - Lagoa do Sino;1;1;780.44
831;Dale Herrera Scott;Engenharia de alimentos - Lagoa do Sino;2;4;780.44
832;Madeline Garza Norris;Matematica - Sao Carlos;2;1;780.43
833;Farrah Buckley Pickett;Matematica - Sorocaba;1;5;780.38
834;Adele Dixon Johnson;Turismo - Sorocaba;1;4;780.33
835;Anastasia Holcomb Long;Letras - Sao Carlos;1;1;780.25
836;Rebecca Lindsey Strickland;Quimica - Sorocaba;2;3;780.22
837;Indigo Calderon Anderson;Estatistica - Sao Carlos;1;5;780.14
838;Ruth Mccullough Mejia;Fisica - Sorocaba;1;5;780.00
839;Kibo Chandler Christian;Engenharia Agronomica - Araras;1;2;779.86
840;September Hubbard Bridges;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;2;779.86
841;Dylan Soto Kelly;Fisica - Araras;1;1;779.78
842;Oliver Hammond Gilmore;Linguistica - Sao Carlos;1;4;779.75
843;Daphne Nash Logan;Engenharia Florestal - Sorocaba;1;3;779.75
844;Wilma Osborne Lott;Administracao - Sorocaba;1;1;779.75
845;Flavia Matthews Strickland;Pedagogia - Sao Carlos;1;3;779.57
846;Shaine Gill Workman;Enfermagem - Sao Carlos;2;3;779.50
847;Rafael Simmons Scott;Engenharia de Producao - Sorocaba;2;2;779.38
848;Rinah Lott Shepard;Estatistica - Sao Carlos;2;1;779.29
849;Cecilia Charles Morse;Fisica - Sao Carlos;2;2;779.29
850;Myles Wood Norris;Gestao e Analise Ambiental - Sao Carlos;2;1;779.25
851;Silas Mccarty Bright;Biotecnologia - Sao Carlos;2;3;779.25
852;Olivia Hinton Morris;Enfermagem - Sao Carlos;1;5;779.13
853;Sophia Gray Barry;Matematica - Sao Carlos;1;3;779.00
854;Germane Turner Owens;Enhenharia de Producao - Sao Carlos;1;4;779.00
855;Cameron Nolan Valenzuela;Medicina - Sao Carlos;1;4;779.00
856;Minerva Prince Neal;Fisica - Sorocaba;1;5;778.78
857;India Payne Ayers;Engenharia Agronomica - Araras;1;5;778.71
858;Zenia May Nunez;Ciencias Econimcas - Sorocaba;1;1;778.67
859;Drew Holt Ballard;Turismo - Sorocaba;1;1;778.67
860;Britanney Palmer Reilly;Turismo - Sorocaba;1;3;778.67
861;MacKenzie Yates Hays;Educacao Fisica - Sao Carlos;2;4;778.67
862;Garth Vega Mcbride;Engenharia de Producao - Sorocaba;2;3;778.63
863;Lance Yates Stephenson;Fisioterapia - Sao Carlos;1;5;778.63
864;Althea Finley Greene;Biblioteconomia - Sao Carlos;1;2;778.50
865;Macaulay Holland Flores;Geografia - Sorocaba;2;1;778.38
866;Elliott Williamson Oconnor;Engenharia Fisica - Sao Carlos;1;1;778.29
867;Camilla Riddle Santos;Matematica - Sao Carlos;1;3;778.29
868;Magee Watkins Wolfe;Engenharia Eletrica - Sao Carlos;1;2;778.14
869;Plato Mosley Lott;Psicologia - Sao Carlos;1;1;777.78
870;Zia Lawson Maxwell;Engenharia Agronomica - Lagoa do Sino;1;4;777.67
871;James Buckner Blankenship;Psicologia - Sao Carlos;1;5;777.67
872;Claudia Madden Scott;Terapia Ocupacional - Sao Carlos;1;5;777.67
873;Tanek Dennis Gates;Psicologia - Sao Carlos;2;5;777.56
874;Dominic Norris Boone;Ciencias Sociais - Sao Carlos;1;1;777.43
875;Lara Woodward Burgess;Pedagogia - Sao Carlos;1;1;777.29
876;Brenden Carey Gray;Pedagogia - Sorocaba;2;3;777.25
877;Wade Willis Jensen;Educacao Especial - Sao Carlos;1;2;777.14
878;Ava Gallagher Vega;Engenharia Quimica - Sao Carlos;1;5;777.14
879;Madonna Bartlett Riddle;Fisioterapia - Sao Carlos;1;4;777.13
880;Kibo Decker Jenkins;Biblioteconomia - Sao Carlos;2;2;777.13
881;Leilani Riddle Mccray;Engenharia de Producao - Sorocaba;1;2;777.00
882;Leo Ware Buck;Educacao Especial - Sao Carlos;2;3;777.00
883;Madison Pennington Charles;Engenharia Agronomica - Araras;1;2;777.00
884;Gary Pena Wilkins;Gestao e Analise Ambiental - Sao Carlos;2;3;776.88
885;Jaime Pena Suarez;Fisioterapia - Sao Carlos;1;1;776.88
886;Curran Lopez Dillon;Engenharia de Materiais - Sao Carlos;1;2;776.86
887;Patience Kidd Dudley;Medicina - Sao Carlos;2;5;776.86
888;Sylvester Everett Burns;Engenharia Eletrica - Sao Carlos;1;1;776.86
889;Ian Horne Franklin;Engenharia Eletrica - Sao Carlos;2;1;776.71
890;Judah Ball Charles;Biblioteconomia - Sao Carlos;1;4;776.50
891;Lawrence Ferguson Ferrell;Matematica - Sorocaba;1;5;776.50
892;Dara Lloyd Mason;Ciencias Biologicas - Sorocaba;2;1;776.50
893;Xenos Dominguez Rutledge;Engenharia Quimica - Sao Carlos;2;4;776.43
894;Heidi Short Velasquez;Engenharia de Producao - Sorocaba;1;4;776.38
895;Quamar Peterson Perry;Fisioterapia - Sao Carlos;1;5;776.38
896;Yuri Bradshaw Vazquez;Engenharia Eletrica - Sao Carlos;2;2;776.29
897;Maxwell Solomon Alford;Enhenharia de Producao - Sao Carlos;1;4;776.29
898;Geraldine Johnson Todd;Engenharia Agronomica - Araras;2;1;776.29
899;Plato Knapp Stone;Engenharia de alimentos - Lagoa do Sino;1;4;776.22
900;Jasmine Pruitt Gomez;Fisica - Araras;2;5;776.22
901;Amery Landry Stephens;Engenharia Civil - Sao Carlos;2;4;776.13
902;Mariam;Ciencias Biologicas - Araras;1;5;776.13
903;Yael Richard Barry;Ciencias Biologicas - Sorocaba;1;3;776.13
904;Dacey Sanchez Santos;Educacao Especial - Sao Carlos;2;1;776.00
905;Whilemina Atkinson Booth;Matematica - Sorocaba;2;5;776.00
906;Eugenia Meyers Galloway;Quimica - Sao Carlos;1;2;775.80
907;Joseph Garcia Heath;Engenharia de Materiais - Sao Carlos;2;2;775.71
908;Clinton Taylor Nunez;Terapia Ocupacional - Sao Carlos;1;4;775.67
909;Natalie Ward Wright;Enhenharia de Producao - Sao Carlos;1;5;775.57
910;Jaime Meadows Lynn;Engenharia de Computacao - Sao Carlos;2;1;775.50
911;Edan Hickman Houston;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;5;775.43
912;Aubrey Blevins Preston;Medicina - Sao Carlos;1;5;775.29
913;Guilherme Nishi;Engenharia de Computacao - Sao Carlos;1;5;775.25
914;Serina Puckett Acosta;Pedagogia - Sorocaba;1;4;775.25
915;Davis Randolph Christian;Biotecnologia - Sao Carlos;1;1;775.25
916;Naomi Frazier Tyson;Engenharia Ambiental - Lagoa do Sino;1;5;775.22
917;Florence Cochran May;Turismo - Sorocaba;2;1;775.22
918;Alexander Keller Talley;Engenharia Civil - Sao Carlos;1;3;775.13
919;Kasper William Owens;Letras - Sao Carlos;1;1;775.13
920;Patricia Lloyd Holden;Fisioterapia - Sao Carlos;2;2;775.13
921;Cherokee West Morse;Psicologia - Sao Carlos;1;5;775.11
922;Ashely Rojas Quinn;Quimica - Sorocaba;1;5;775.00
923;Eagan Rice Austin;Engenharia de alimentos - Lagoa do Sino;1;5;774.78
924;Idona Harrell Guerrero;Engenharia Civil - Sao Carlos;1;5;774.75
925;Aileen Guthrie Harris;Ciencias Sociais - Sao Carlos;1;1;774.71
926;Susan Hughes Powell;Fisica - Sao Carlos;1;3;774.57
927;Medge Nicholson Good;Engenharia de Materiais - Sao Carlos;1;3;774.57
928;Jared Dalton Mcclain;Engenharia Eletrica - Sao Carlos;1;4;774.57
929;Jack Maldonado Matthews;Turismo - Sorocaba;2;3;774.56
930;Megan Rivera White;Engenharia Ambiental - Lagoa do Sino;2;2;774.44
931;Leila Joyce Wolfe;Engenharia de Materiais - Sao Carlos;1;1;774.43
932;Lawrence Patel Bruce;Engenharia Fisica - Sao Carlos;1;4;774.43
933;Shay Gilmore Giles;Linguistica - Sao Carlos;1;5;774.38
934;Nehru Richards Wallace;Administracao - Sorocaba;1;4;774.25
935;Kerry;Biotecnologia - Araras;1;5;774.11
936;Miranda Hickman Underwood;Agroecologia - Araras;1;5;774.00
937;Rina James Decker;Geografia - Sorocaba;2;3;774.00
938;Xerxes Howard Adkins;Terapia Ocupacional - Sao Carlos;2;3;773.78
939;Ina Morris Huff;Educacao Especial - Sao Carlos;2;3;773.71
940;Marcia Schroeder Hall;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;5;773.71
941;Stuart Sanchez Wells;Educacao Fisica - Sao Carlos;1;2;773.67
942;Celeste Carrillo Downs;Fisioterapia - Sao Carlos;1;5;773.63
943;Shaine Wolf Hood;Pedagogia - Sorocaba;1;4;773.63
944;Ishmael Burks Skinner;Geografia - Sorocaba;1;1;773.63
945;Zachery Montoya Richard;Matematica - Sao Carlos;1;1;773.57
946;Madeline Roy Hopper;Fisica - Sorocaba;2;2;773.56
947;Jescie Davis Lyons;Biotecnologia - Araras;1;5;773.44
948;Nelle Case Shaffer;Engenharia de Materiais - Sao Carlos;1;5;773.43
949;Unity Gomez Schmidt;Ciencias Sociais - Sao Carlos;1;2;773.43
950;Mallory Cooper Hickman;Engenharia de Materiais - Sao Carlos;1;1;773.43
951;Walker Mcmillan Fowler;Ciencias Biologicas - Sorocaba;1;3;773.38
952;Harding Shields Santiago;Medicina - Sao Carlos;1;3;773.29
953;Unity Vaughn Gross;Filosofia - Sao Carlos;1;4;773.25
954;Orla Castaneda Cain;Engenharia de Producao - Sorocaba;1;2;773.25
955;Florence Guthrie Harper;Quimica - Sorocaba;1;5;773.22
956;Aiko Kirkland Avila;Engenharia Quimica - Sao Carlos;1;1;773.14
957;Devin Neal Whitehead;Ciencia da Computacao - Sorocaba;1;1;773.13
958;Jasmine Acosta Watts;Enfermagem - Sao Carlos;2;5;773.00
959;Jerome Woodward Bowers;Psicologia - Sao Carlos;1;5;772.89
960;Hasad Young Blevins;Engenharia Fisica - Sao Carlos;1;2;772.86
961;Dorian Conley Herring;Filosofia - Sao Carlos;1;5;772.75
962;Dylan Buck Powers;Filosofia - Sao Carlos;1;3;772.63
963;Claudia Frost Higgins;Engenharia Mecanica - Sao Carlos;1;3;772.57
964;Bruno Luna Santiago;Engenharia Florestal - Sorocaba;1;3;772.50
965;Wang Rollins Heath;Imagem Som - Sao Carlos;2;4;772.50
966;Clare Singleton Rocha;Linguistica - Sao Carlos;1;3;772.50
967;Constance Baker Golden;Fisioterapia - Sao Carlos;1;1;772.38
968;Naida Tyson Benton;Estatistica - Sao Carlos;1;1;772.29
969;Akeem Ingram Rutledge;Pedagogia - Sorocaba;1;2;772.25
970;Veda Stevens Bean;Quimica - Sao Carlos;1;1;772.20
971;Evan Walters Workman;Ciencia da Computacao - Sao Carlos;1;1;772.13
972;Hanna Crosby Hopper;Pedagogia - Sorocaba;2;3;772.13
973;Jana Wood Lynn;Ciencias Biologicas - Araras;1;5;772.13
974;Dorian Lowery Klein;Administracao - Sorocaba;1;2;772.00
975;Wyatt Barber Bauer;Estatistica - Sao Carlos;2;3;772.00
976;Lester Hayden Malone;Quimica - Araras;2;5;771.44
977;Charles Bryant Adams;Imagem Som - Sao Carlos;1;5;771.38
978;Theodore Aguirre Morrison;Ciencias Biologicas - Araras;1;5;771.38
979;Octavia Petty Meyer;Geografia - Sorocaba;1;2;771.38
980;Dahlia Franco Cruz;Letras - Sao Carlos;1;3;771.25
981;Akeem Burgess King;Quimica - Sorocaba;1;5;771.22
982;Brooke Jordan Holland;Ciencias Econimcas - Sorocaba;1;5;771.22
983;Vivien Faulkner Castro;Linguistica - Sao Carlos;2;2;771.13
984;Abra Terrell Ray;Engenharia de alimentos - Lagoa do Sino;2;2;771.11
985;Felix Sears Peck;Fisica - Araras;1;5;771.11
986;Bruno Snider Wynn;Linguistica - Sao Carlos;2;5;771.00
987;Kyle Alexander Conner;Administracao - Sorocaba;1;3;771.00
988;Kelly Bean Skinner;Engenharia Agronomica - Araras;2;5;771.00
989;Nigel Henderson Harper;Gestao e Analise Ambiental - Sao Carlos;1;1;770.88
990;Rafael Atkinson Perez;Ciencias Biologicas - Sorocaba;2;3;770.63
991;Aaron Phillips Floyd;Engenharia Agronomica - Araras;2;4;770.57
992;Chantale Hammond Nieves;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;1;1;770.57
993;Carl Tanner Spence;Engenharia de alimentos - Lagoa do Sino;1;2;770.56
994;Eden Mcfarland Hester;Gestao e Analise Ambiental - Sao Carlos;1;3;770.50
995;Adrian Buck Porter;Matematica - Sao Carlos;1;5;770.43
996;Julie Hayden Gomez;Linguistica - Sao Carlos;1;5;770.38
997;Kylie Mccray Harmon;Gestao e Analise Ambiental - Sao Carlos;1;1;770.38
998;Cyrus Barrera Downs;Pedagogia - Sao Carlos;1;3;770.29
999;Ulla Fox Mcguire;Administracao - Sorocaba;1;3;770.25
1000;Mechelle Hyde Houston;Ciencias Biologicas - Sao Carlos;1;1;770.25
1001;Kiara Cohen Booker;Engenharia de Computacao - Sao Carlos;1;1;770.25
1002;Alec Garcia Graham;Ciencias Econimcas - Sorocaba;1;5;770.22
1003;Curran Hinton Frazier;Medicina - Sao Carlos;2;4;770.14
1004;Iliana Gill Frost;Fisioterapia - Sao Carlos;2;2;770.13
1005;Baker Kidd Suarez;Administracao - Sorocaba;2;3;770.13
1006;Otto Morin Scott;Pedagogia - Sao Carlos;2;3;770.00
1007;Brett Burnett Rowland;Estatistica - Sao Carlos;1;5;770.00
1008;Joelle Everett Klein;Terapia Ocupacional - Sao Carlos;2;2;770.00
1009;Hayes Bolton Blankenship;Medicina - Sao Carlos;1;3;770.00
1010;Miriam Nelson Fletcher;Engenharia Civil - Sao Carlos;2;5;769.88
1011;Jelani Nixon Matthews;Engenharia Quimica - Sao Carlos;1;1;769.86
1012;Imogene Rutledge Wynn;Terapia Ocupacional - Sao Carlos;1;5;769.78
1013;Elmo Garza Silva;Fisica - Araras;1;2;769.78
1014;Byron James Merritt;Engenharia Florestal - Sorocaba;1;4;769.75
1015;Burton Burke Baird;Ciencias Biologicas - Sorocaba;1;5;769.63
1016;Olga;Agroecologia - Araras;1;5;769.57
1017;Germane Myers Preston;Ciencia da Computacao - Sorocaba;1;3;769.50
1018;Gillian Rivera Goodwin;Administracao - Sorocaba;1;2;769.38
1019;Portia Norris Moreno;Ciencia da Computacao - Sorocaba;1;3;769.38
1020;Chantale Spence Castro;Administracao - Sorocaba;2;4;769.38
1021;Benjamin Pacheco Jefferson;Letras - Sao Carlos;1;3;769.38
1022;Paloma Miranda Calderon;Biotecnologia - Sao Carlos;1;4;769.25
1023;Burton Lindsey Sharpe;Terapia Ocupacional - Sao Carlos;1;5;769.22
1024;Edward Shepherd Hoffman;Engenharia Eletrica - Sao Carlos;2;1;769.14
1025;Kirby Gregory Hardin;Enhenharia de Producao - Sao Carlos;2;1;769.14
1026;Cairo Banks Williams;Turismo - Sorocaba;1;2;769.11
1027;Jana Mcclain Kerr;Engenharia de Materiais - Sao Carlos;1;5;769.00
1028;Lila Clarke Wade;Engenharia Mecanica - Sao Carlos;1;2;769.00
1029;Minerva Wilder Haney;Ciencias Sociais - Sao Carlos;1;2;769.00
1030;Avye Pratt Zimmerman;Engenharia de Producao - Sorocaba;1;3;768.88
1031;Naomi Gonzales Wise;Pedagogia - Sorocaba;1;2;768.63
1032;Rebekah English Bullock;Medicina - Sao Carlos;1;5;768.57
1033;Jason Montoya Frazier;Ciencias Econimcas - Sorocaba;1;2;768.56
1034;Gail Hopper Washington;Pedagogia - Sorocaba;1;3;768.50
1035;Carla Garner Mcdonald;Engenharia Agronomica - Araras;2;5;768.43
1036;Maggie Dodson Oliver;Fisica - Sao Carlos;1;5;768.43
1037;Ashton Branch Myers;Filosofia - Sao Carlos;1;4;768.38
1038;Julian Hatfield Perry;Terapia Ocupacional - Sao Carlos;2;1;768.33
1039;Mark Padilla Solomon;Letras - Sao Carlos;1;1;768.25
1040;Clare Willis May;Pedagogia - Sorocaba;1;5;768.25
1041;Victor Ewing French;Geografia - Sorocaba;1;5;768.13
1042;Kameko Byrd Trevino;Gerontologia - Sao Carlos;1;3;768.11
1043;Darrel Higgins Woodard;Imagem Som - Sao Carlos;1;1;768.00
1044;Charde Horn Peterson;Engenharia de alimentos - Lagoa do Sino;1;4;767.44
1045;Helen Brewer Sexton;Engenharia Ambiental - Lagoa do Sino;1;5;767.44
1046;Garrett Mccall Delaney;Letras - Sao Carlos;1;1;767.38
1047;Christopher Mccarty Nash;Ciencia da Computacao - Sao Carlos;1;1;767.25
1048;Raphael Underwood Vaughan;Ciencias Econimcas - Sorocaba;1;4;767.22
1049;Nerea Pennington Alvarez;Medicina - Sao Carlos;2;3;767.14
1050;Darryl Nolan Brennan;Matematica - Sao Carlos;1;4;767.14
1051;Emerson James Calhoun;Engenharia Civil - Sao Carlos;1;5;767.00
1052;Freya Green Ferrell;Terapia Ocupacional - Sao Carlos;2;5;767.00
1053;Hiroko Donovan Hayes;Quimica - Sao Carlos;2;1;767.00
1054;Tiger Vaughn Terrell;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;1;767.00
1055;Drew Dalton Rollins;Imagem Som - Sao Carlos;2;1;767.00
1056;Arsenio Ray Slater;Engenharia Mecanica - Sao Carlos;1;5;766.86
1057;Ora Bass Forbes;Estatistica - Sao Carlos;1;4;766.71
1058;Carol Velasquez Griffin;Turismo - Sorocaba;1;5;766.56
1059;Lana Frazier Evans;Ciencias Biologicas - Sao Carlos;1;4;766.50
1060;Patience Lyons Caldwell;Fisioterapia - Sao Carlos;1;3;766.50
1061;Charde Small Buckley;Imagem Som - Sao Carlos;1;1;766.38
1062;Unity Mcpherson Spence;Engenharia Civil - Sao Carlos;1;5;766.38
1063;Charles Merritt Pollard;Matematica - Sao Carlos;1;2;766.29
1064;Drew Campbell Bradford;Engenharia de Computacao - Sao Carlos;2;2;766.25
1065;Tyrone Joyner Foreman;Ciencias Sociais - Sao Carlos;1;1;766.14
1066;Steven Dejesus Preston;Biblioteconomia - Sao Carlos;1;1;765.75
1067;Shea Velazquez Stephenson;Engenharia Quimica - Sao Carlos;2;4;765.71
1068;Bell Cline Flynn;Letras - Sao Carlos;2;3;765.63
1069;Shad Bryant Macdonald;Engenharia de Producao - Sorocaba;1;2;765.50
1070;Madison Bean Henderson;Geografia - Sorocaba;1;4;765.50
1071;Bell Hanson Rivers;Filosofia - Sao Carlos;1;3;765.50
1072;Bell Turner Mosley;Agroecologia - Araras;1;4;765.43
1073;Marcos Augusto;Gestao e Analise Ambiental - Sao Carlos;1;1;765.38
1074;Flavia Reynolds Gibson;Fisica - Sao Carlos;1;4;765.29
1075;Carter Jarvis Calhoun;Engenharia Ambiental - Lagoa do Sino;1;2;765.22
1076;Jaden Andrews Ashley;Educacao Especial - Sao Carlos;1;2;765.14
1077;Macon Todd Emerson;Engenharia de Computacao - Sao Carlos;1;2;765.00
1078;Allistair Moody Dunn;Quimica - Araras;1;2;764.89
1079;Jamalia Morris Whitaker;Matematica - Sorocaba;1;5;764.88
1080;Halla Yang Crosby;Imagem Som - Sao Carlos;2;5;764.88
1081;Clarke Elliott Bond;Filosofia - Sao Carlos;2;3;764.88
1082;Quyn Summers Reese;Engenharia Mecanica - Sao Carlos;2;2;764.86
1083;Colby Moran Burns;Administracao - Sorocaba;1;2;764.75
1084;Rebekah Best Lawson;Fisioterapia - Sao Carlos;1;1;764.75
1085;Amanda Walton Pratt;Estatistica - Sao Carlos;2;5;764.71
1086;Kimberly Tanner Boyle;Traducao e Interpretacao em Lingua Brasileira de Sinais - Libras/Lingua Portuguesa - Sao Carlos;2;2;764.71
1087;Wayne Roman Warren;Engenharia Ambiental - Lagoa do Sino;1;5;764.67
1088;Bo Mcdowell Santos;Engenharia Agronomica - Araras;1;1;764.43
1089;Lilah Colon Flynn;Engenharia Quimica - Sao Carlos;1;1;764.43
1090;Sage Hudson Riley;Quimica - Araras;1;1;764.33
1091;Wade Carr Lyons;Ciencias Sociais - Sao Carlos;1;1;764.29
1092;Brock Morin Matthews;Psicologia - Sao Carlos;1;4;764.22
1093;Glenna Mcneil Rice;Gestao e Analise Ambiental - Sao Carlos;1;2;764.13
1094;Bianca Burgess Romero;Letras - Sao Carlos;2;3;764.00
1095;Mikayla Estes Burton;Ciencias Econimcas - Sorocaba;1;5;763.78
