Classificados por curso:

Curso:;Agroecologia - Araras
Posicao;Nome;Opcao;Grupo;Media
47;MEREDITH ORTEGA BRYAN;1;5;586.63
48;DUSTIN MCDANIEL RUSSO;1;5;583.13
49;HANNA ORR WILLIS;2;5;576.38
50;GINGER ALBERT WALTER;1;5;537.00


Curso:;Ciencias Biologicas - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;SEAN LEACH FULLER;1;2;823.75
2;VIRGINIA WHITEHEAD CLAYTON;1;4;823.00
3;YASIR HATFIELD MULLEN;1;3;810.25
4;GRAY OLSON CONNER;1;2;807.63
5;BORIS MEADOWS SPENCE;1;1;807.00
6;RYLEE GOODWIN GILMORE;1;2;803.88
7;MECHELLE HYDE HOUSTON;1;1;770.25
8;LANA FRAZIER EVANS;1;4;766.50
9;GARY SHEPARD PAYNE;1;3;763.00
10;ASPEN GOOD PUCKETT;2;5;762.13
11;TASHYA HOGAN MCCORMICK;1;1;761.50
12;NATALIE BRYANT FOWLER;1;5;759.88
13;CANDICE HOUSE PARKER;1;1;758.88
14;CARISSA MOONEY WARE;1;3;748.38
15;STACY LOTT MAYNARD;1;5;742.38
16;HALLA OCHOA NEAL;2;5;741.38
17;OLIVIA CHURCH KIDD;2;5;741.25
18;SHELLEY HARRELL FULLER;1;4;737.13
19;TANA GARRISON PUCKETT;2;1;735.88
20;GISELA JONES NORMAN;1;3;733.75
21;KEANE LIVINGSTON BEACH;1;5;715.88
22;KYLE FITZPATRICK HORNE;1;5;709.38
23;KASPER ROSS RICHMOND;1;5;704.13
24;KAITLIN SHEPHERD MARKS;1;5;690.00
25;ALEA MCCALL CHRISTIAN;1;5;689.13
26;ELIANA HENSLEY STANLEY;1;5;688.50
27;STELLA OLIVER BALDWIN;1;5;685.75
28;AMIR BARNES GORDON;2;5;683.88
29;CHEROKEE BURRIS STEWART;1;5;672.75
30;HOPE WINTERS GILES;2;5;666.50


Curso:;Ciencias Sociais - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;JAMESON SMITH HICKS;1;4;861.86
2;CAROL REYES BANKS;1;5;854.57
3;JOEL STEWART MAYER;1;2;843.14
4;BRITTANY WALTER SYKES;1;3;823.43
5;ALINE JACOBSON NOEL;1;4;809.14
6;ORLA JENKINS GILBERT;1;1;808.14
7;AHMED RAMSEY SWEENEY;1;3;807.14
8;AMETHYST DELEON BARTLETT;1;2;806.00
9;QUYNN PERKINS BRIDGES;1;5;799.29
10;KRISTEN STEVENS COTTON;1;1;790.43
11;ARSENIO SANTIAGO LYONS;2;3;789.86
12;RAYMOND TREVINO DOMINGUEZ;1;1;787.00
13;ANTHONY EWING MCCARTHY;1;3;782.86
14;DOMINIC NORRIS BOONE;1;1;777.43
15;AILEEN GUTHRIE HARRIS;1;1;774.71
16;UNITY GOMEZ SCHMIDT;1;2;773.43
17;MINERVA WILDER HANEY;1;2;769.00
18;TYRONE JOYNER FOREMAN;1;1;766.14
19;WADE CARR LYONS;1;1;764.29
20;REUBEN GALLOWAY MILLS;2;1;760.14
21;ISAAC HYDE BARRON;1;1;759.14
22;JELANI ROACH MCGUIRE;1;2;757.43
23;STUART MACIAS WATKINS;2;2;753.57
24;JAIME STEELE MCCLAIN;2;4;746.71
25;LAEL BARLOW KANE;1;2;742.57
26;DOROTHY BRUCE RICH;2;1;739.29
27;TANISHA ROY MITCHELL;1;2;739.29
28;IGNACIA ONEIL CHAMBERS;1;4;735.71
29;CANDACE SHELTON HAMPTON;2;5;734.00
30;NEREA SHAW VILLARREAL;2;3;733.71
31;DILLON LAWRENCE COMBS;1;3;730.86
32;EMILY TATE MIDDLETON;1;1;729.57
33;IONA HANEY WILLIAMS;1;3;726.14
34;STACY TYSON MADDOX;1;1;721.71
35;BO BARKER GREER;2;4;721.14
36;QUINN OWENS CROSS;1;3;721.14
37;KIARA HARDY COOPER;2;1;718.29
38;GARRETT BRITT CANTRELL;2;4;710.00
39;JAMAL MCKAY ALLEN;2;3;707.86
40;ADARA GEORGE SANTIAGO;1;5;707.14
41;DAWN GRIFFITH HEATH;1;4;706.29
42;HALLA CHAN VAZQUEZ;2;1;705.57
43;KIONA CARDENAS DUFFY;2;4;703.43
44;QUINN BOYD MACIAS;1;3;701.29
45;LARS WARE TAYLOR;1;3;700.71
46;XAVIERA GREEN LARA;1;1;690.00
47;KALIA MEJIA VAUGHN;2;3;669.86
48;BERK FRANKS MATTHEWS;1;3;669.43
49;HASHIM GUERRERO SOSA;2;3;668.57
50;ACTON LEON PRATT;1;5;627.29
51;XANDRA COPELAND BLACKBURN;1;5;578.86
52;NISSIM WHITEHEAD DEAN;2;5;556.43
53;ROSE WEBB ROLLINS;1;5;531.71
54;PRICE WHITNEY COLON;1;5;519.00


Curso:;Educacao Especial - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;KATO STRICKLAND FERRELL;1;4;833.14
2;LAMAR SALAZAR CAREY;1;5;826.14
3;GILLIAN MCCRAY SPARKS;1;3;825.14
4;NITA CHANEY MULLEN;1;4;820.43
5;HEIDI FARLEY WEEKS;1;5;815.57
6;LILAH KIRKLAND GRAHAM;1;1;815.00
7;KIRSTEN HAMMOND FISCHER;1;4;812.71
8;KARLEIGH LEWIS WALL;1;5;796.14
9;LYDIA ANDREWS PETTY;1;2;796.00
10;BRADY MCCOY SIMPSON;2;2;791.00
11;LEANDRA BOYD MERCADO;1;4;789.71
12;AURELIA BRUCE RODRIQUEZ;1;1;785.57
13;HERMAN RIOS HUMPHREY;1;1;783.43
14;WADE WILLIS JENSEN;1;2;777.14
15;LEO WARE BUCK;2;3;777.00
16;DACEY SANCHEZ SANTOS;2;1;776.00
17;INA MORRIS HUFF;2;3;773.71
18;JADEN ANDREWS ASHLEY;1;2;765.14
19;BRIELLE BLANCHARD RICH;2;1;756.00
20;GABRIEL HALEY KEITH;1;3;748.86
21;RAHIM COOPER PADILLA;2;1;743.43
22;AUBREY RIOS BECK;2;3;741.71
23;AMY HUBBARD HUFFMAN;1;5;741.57
24;HOP WARD MAYER;2;3;739.43
25;KIRK GUERRERO DELANEY;1;5;732.57
26;DEVIN DIAZ ROBBINS;1;5;672.71
27;JOLIE LEACH EMERSON;1;5;671.14
28;EZEKIEL WALLER EWING;1;5;671.00
29;NYSSA MILES BOYLE;1;5;668.71
30;ABRA MULLINS SNIDER;1;5;666.43
31;RIA KAUFMAN CLAY;1;5;665.43
32;PAUL HILL GUTHRIE;2;5;659.14
33;MARGARET HOPKINS FERRELL;2;5;636.14
34;SHANNON RAYMOND SUTTON;1;5;632.86
35;COURTNEY MERCADO SHARPE;1;5;624.14
36;CHANNING SHAW HOOD;2;5;598.00
37;WHILEMINA THOMAS VELAZQUEZ;1;5;597.43
38;AIMEE LOTT PENA;2;5;576.57
39;LEN HOPKINS KANE;2;5;543.14


Curso:;Educacao Fisica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;LUCIAN BUCKNER CASTRO;1;4;915.83
2;BIANCA CALDWELL CLEMENTS;1;5;905.50
3;CHELSEA ROMAN WILLIS;1;1;871.83
4;KIMBERLEY KNAPP EATON;1;4;867.67
5;LUCY LINDSAY BAXTER;1;1;832.67
6;BENJAMIN SCOTT CLEVELAND;1;1;827.50
7;DAVIS BARTON CARNEY;1;3;812.33
8;MIKAYLA PETERS WATKINS;1;1;809.83
9;MERCEDES NOEL BOLTON;1;1;807.33
10;DARYL BARTLETT RIVERA;1;3;803.17
11;BLAZE BREWER LEWIS;1;2;802.33
12;BORIS LAMB WEBER;1;3;798.33
13;KENYON GATES MORGAN;1;3;791.83
14;JOEL MOSLEY ORTIZ;1;2;781.83
15;MACKENZIE YATES HAYS;2;4;778.67
16;STUART SANCHEZ WELLS;1;2;773.67
17;STEWART DOYLE BYRD;1;5;748.83
18;CAMERON POOLE DEAN;1;5;732.33
19;PAULA BARNETT LOPEZ;1;5;702.50
20;DILLON GLASS LAWRENCE;2;5;699.17
21;KEVIN MURPHY MCKEE;1;5;675.67
22;RALPH SUAREZ PIERCE;1;5;672.50
23;WING NOLAN REESE;2;5;671.67
24;DEMETRIA DAVIS FLOWERS;1;5;639.00
25;OTTO HORN MENDEZ;2;5;629.00
26;RHONA REILLY HARMON;2;5;617.83
27;CAESAR OCHOA BOWMAN;1;5;614.50
28;SYBILL MACDONALD MALONE;2;5;614.33
29;GERMANE SPEARS WILKINS;1;5;609.17
30;COLT HANEY HERMAN;1;5;588.67


Curso:;Enfermagem - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;RHIANNON HAYDEN GUERRA;1;4;896.25
2;TARIK BARNETT STEELE;1;3;870.50
3;BRIANNA CONWAY SIMS;1;3;867.75
4;FRANCES HOLDER GILES;1;2;864.13
5;JADE JUAREZ SUMMERS;1;2;840.00
6;ERIC MEDINA HORTON;1;2;825.63
7;ULLA BRITT THORNTON;2;4;825.38
8;MIA DIAZ DAVENPORT;1;1;825.38
9;MARIKO HESS SAMPSON;1;4;822.25
10;BORIS KEY RIOS;1;5;819.38
11;CONAN COOK MYERS;1;1;813.13
12;CLIO FOREMAN HYDE;2;1;811.75
13;CHESTER BRIGGS ANDREWS;1;1;810.88
14;DAKOTA MOLINA HERRING;1;5;801.75
15;URIAH MOORE CAMPOS;1;1;791.25
16;HILLARY SLATER CONNER;1;3;786.00
17;SHAINE GILL WORKMAN;2;3;779.50
18;OLIVIA HINTON MORRIS;1;5;779.13
19;JASMINE ACOSTA WATTS;2;5;773.00
20;BENEDICT SCHNEIDER HEATH;1;5;758.63
21;REUBEN ODOM SHARP;1;5;755.50
22;LAMAR JENNINGS HARDIN;1;5;744.00
23;HOLLY LARA WILDER;1;5;728.75
24;DARIUS PETERSON ATKINS;2;5;700.13
25;NICHOLAS MILLS PRINCE;1;5;693.75
26;ANTHONY FRANKLIN MELTON;1;5;682.88
27;LEV VARGAS HALE;1;5;682.38
28;CHANTALE BEASLEY STEVENS;1;5;675.38
29;ROARY HOBBS CLARK;1;5;661.75
30;URIELLE FERGUSON SPENCE;2;5;661.75


Curso:;Engenharia Civil - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;SLADE MCKAY NORMAN;1;1;902.75
2;XENOS LAMB ERICKSON;1;2;870.38
3;CHANTALE LOPEZ CARTER;1;2;866.38
4;LUCIAN GAY KRAMER;1;1;848.63
5;ARSENIO MARQUEZ SYKES;1;5;830.13
6;DEREK AGUILAR GORDON;1;3;827.63
7;KELSEY LOWERY ELLIS;2;2;817.00
8;HANNA FINLEY RANDALL;2;4;814.50
9;MIRANDA CALHOUN BLANKENSHIP;1;3;814.13
10;RUDYARD WALLS FERGUSON;1;3;812.38
11;OWEN FLYNN CAMERON;1;2;811.38
12;SARA ONEIL WILSON;2;2;806.38
13;NADINE CARPENTER NORTON;1;4;804.50
14;GIACOMO TERRY WILLIAMS;1;3;801.13
15;GAY ALEXANDER HOPKINS;1;3;796.00
16;ZOE SANTOS CLARKE;1;3;793.50
17;DELILAH HAHN VALENCIA;1;1;790.88
18;HYATT CAREY PAGE;2;3;787.00
19;XANTHA HOPKINS MAYO;1;4;781.50
20;AMERY LANDRY STEPHENS;2;4;776.13
21;ALEXANDER KELLER TALLEY;1;3;775.13
22;IDONA HARRELL GUERRERO;1;5;774.75
23;MIRIAM NELSON FLETCHER;2;5;769.88
24;EMERSON JAMES CALHOUN;1;5;767.00
25;UNITY MCPHERSON SPENCE;1;5;766.38
26;CYRUS NORMAN CHANDLER;2;2;762.63
27;CARA WOLF MANN;1;1;760.88
28;AHMED LARA FARMER;1;1;760.13
29;HILLARY ACOSTA JARVIS;2;1;758.75
30;KYLAN RIVERS HUBBARD;2;3;757.63
31;HENRY GAY ENGLAND;1;3;757.38
32;TREVOR COOPER HUNT;1;5;757.13
33;ABIGAIL FINCH AGUIRRE;1;2;745.63
34;GINGER JAMES MENDOZA;2;4;744.25
35;LEILA WEISS TAYLOR;1;3;742.38
36;VIVIEN WARNER MONROE;2;4;740.38
37;SONYA LOVE SNYDER;1;1;736.75
38;CHANDA MCCORMICK GOODMAN;1;5;735.38
39;KIRESTIN DURHAM HEBERT;2;1;735.00
40;MIRA OCHOA DAVID;1;5;732.50
41;TALLULAH DYER HUTCHINSON;1;5;731.38
42;CARISSA HART REID;1;3;726.25
43;AVA PITTMAN HAMILTON;1;3;725.75
44;KEELIE GARZA LEONARD;1;1;725.38
45;HEDWIG NORTON MCMILLAN;1;5;720.00
46;DELILAH JIMENEZ MORENO;1;1;719.75
47;JULIET MCLEAN CARRILLO;2;1;713.75
48;BRUCE RICHMOND WILLIAMS;2;4;711.25
49;DESIRAE GOODMAN RODRIQUEZ;2;1;710.38
50;NOEL HANSON MCCORMICK;1;5;710.38
51;BERTHA VELASQUEZ NOLAN;1;5;700.50
52;ANNE ROMAN PARKER;1;5;699.38
53;CHEYENNE RICE MATTHEWS;2;1;688.25
54;KNOX DILLON BURKS;1;5;648.13
55;JUSTIN BUCKLEY HULL;2;5;636.88
56;ABEL SHEPHERD FRAZIER;1;5;632.00
57;LAMAR RASMUSSEN SUMMERS;2;5;613.50
58;HILDA GATES ZAMORA;1;5;607.50
59;TATUM CHERRY PARSONS;2;5;587.75
60;RAMA NIEVES MARSHALL;1;5;561.50
61;BRODY WELCH CARRILLO;1;5;542.75


Curso:;Engenharia de Computacao - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;PAUL MEIRAS;1;5;957.38
2;IGNACIA DELGADO HUBBARD;1;3;942.88
3;ERICA COOK KENT;1;3;862.13
4;KAY WOOD WARREN;1;4;827.75
5;HEATHER KENT WYATT;1;3;825.50
6;MARCIA FITZPATRICK PENA;1;5;822.13
7;BRENDAN BLANCHARD NIEVES;2;3;807.88
8;ROANNA VALENZUELA COCHRAN;1;5;803.25
9;JACKSON SALAS PERRY;1;4;802.75
10;MOLLY PERRY CHAVEZ;1;1;795.13
11;JACOB BURT CURTIS;1;4;794.13
12;JAIME MEADOWS LYNN;2;1;775.50
13;KIARA COHEN BOOKER;1;1;770.25
14;DREW CAMPBELL BRADFORD;2;2;766.25
15;MACON TODD EMERSON;1;2;765.00
16;LIBBY CARPENTER MERCADO;1;5;762.13
17;ECHO ERICKSON CLAYTON;2;1;751.50
18;TALLULAH CARTER GRIMES;1;2;751.38
19;FRANCIS COCHRAN FARLEY;1;1;748.50
20;AMANDA ODONNELL CRANE;1;5;727.88
21;QUINTESSA MATTHEWS ALEXANDER;1;5;721.63
22;SEBASTIAN VARGAS GRAVES;2;5;720.00
23;ALANA DAWSON LANE;1;5;709.50
24;SYLVIA HOLCOMB PETERS;1;5;709.00
25;GIL MCPHERSON WADE;1;5;702.50
26;KADEEM HANEY ROY;1;5;691.25
27;QUYN SMITH KEITH;1;5;669.50
28;FRANCES COMBS MOSS;2;5;658.25
29;KATHLEEN DALTON WRIGHT;1;5;613.38
30;DREW ARMSTRONG BISHOP;1;5;612.50


Curso:;Engenharia de Materiais - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;MADISON NOBLE FLOWERS;1;3;881.86
2;AUTUMN RAMIREZ CLAYTON;1;5;878.43
3;EMILY BROWN MURPHY;1;4;846.86
4;SADE MILLER ROWLAND;1;4;841.29
5;ROSE BERNARD MCGEE;1;4;835.29
6;CARLY ENGLAND RUSSELL;1;4;831.57
7;DORIAN LAWSON DYER;1;4;817.86
8;VERNON MERCADO BROWNING;1;3;817.86
9;CLEO THOMPSON KRAMER;1;5;817.14
10;ZEPH HARRINGTON PECK;1;1;811.14
11;REBECCA TILLMAN SHANNON;1;2;810.57
12;DAQUAN WATTS GUERRA;1;2;808.43
13;YOSHI ALVARADO KLEIN;1;4;798.86
14;DESIRAE SOTO SYKES;2;4;789.43
15;RANA RICH FOLEY;1;2;786.14
16;MARTIN CARVER GOODMAN;1;2;784.43
17;UPTON CALHOUN DELEON;2;3;784.29
18;CANDACE BELL SANTOS;1;5;781.43
19;CURRAN LOPEZ DILLON;1;2;776.86
20;JOSEPH GARCIA HEATH;2;2;775.71
21;MEDGE NICHOLSON GOOD;1;3;774.57
22;LEILA JOYCE WOLFE;1;1;774.43
23;NELLE CASE SHAFFER;1;5;773.43
24;MALLORY COOPER HICKMAN;1;1;773.43
25;JANA MCCLAIN KERR;1;5;769.00
26;BLYTHE FITZGERALD NIXON;1;5;761.14
27;STUART JONES COOKE;1;1;760.00
28;BRUNO CARVER JONES;1;1;749.43
29;SCARLETT WHITAKER DELACRUZ;1;3;748.57
30;SYDNEE WHEELER COHEN;1;2;746.71
31;BRADLEY HOFFMAN RUTLEDGE;2;1;744.43
32;JOSIAH BRANCH MAY;1;1;734.14
33;NEVILLE JOHNSON JACOBS;1;5;729.57
34;JENA COOPER GARRISON;1;5;727.00
35;HAVIVA MELENDEZ MARSH;1;1;724.29
36;VIVIEN HAMMOND SUTTON;1;5;711.43
37;SIGOURNEY KLEIN DECKER;2;3;705.29
38;MASON FOREMAN CALDERON;1;1;703.00
39;MOLLIE HAMMOND WATTS;2;5;702.71
40;ALMA KEMP RICHARDS;1;1;702.14
41;BRENNA ARMSTRONG SMALL;1;5;699.57
42;GARTH LANE MARSH;2;3;698.71
43;EMMA COLON ROBINSON;2;3;695.86
44;BURTON SANFORD PAGE;2;3;695.29
45;NATHAN VAUGHN WATKINS;1;3;694.71
46;TANEK ANDREWS JOHNSON;2;1;686.71
47;STACY MIDDLETON CHEN;1;5;683.86
48;SIGOURNEY MCINTOSH FLOWERS;1;3;683.43
49;JAKEEM DICKERSON VILLARREAL;1;1;682.43
50;GEORGE VALENTINE GOODMAN;1;3;681.71
51;GARY BARRERA HART;1;5;677.57
52;URSULA HODGE BENNETT;1;5;676.71
53;MAGEE CHURCH LITTLE;1;1;673.57
54;QUIN THOMPSON LYNN;2;3;672.43
55;THOR SCHROEDER FULLER;1;5;670.29
56;REBEKAH FRAZIER MCINTOSH;1;5;666.57
57;TYLER LEONARD EVANS;2;5;663.14
58;GEORGIA CHARLES CONTRERAS;2;5;662.00
59;KIMBERLEY SOLOMON LEON;2;5;659.57
60;SYDNEE CARNEY CARROLL;1;5;638.29
61;PAULA MORGAN WHEELER;1;5;628.14
62;GABRIEL LAMBERT CLEVELAND;2;5;627.57
63;LUNEA THOMPSON CARNEY;1;5;582.57
64;LOIS ZIMMERMAN WARREN;1;5;552.14
65;ZELDA FOLEY CARLSON;1;5;490.86


Curso:;Enhenharia de Producao - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;JAMESON SHERMAN MCGEE;1;3;909.57
2;CHARITY THORNTON CHARLES;1;1;850.57
3;EAGAN HARDING HIGGINS;1;4;849.29
4;CLIO MACIAS HART;1;1;842.29
5;MINERVA SELLERS RICHMOND;1;4;841.57
6;CHRISTOPHER MOON MAY;1;5;833.43
7;MOHAMMAD CAMACHO MCCORMICK;1;2;826.71
8;GAGE CHANEY DUNN;1;2;821.71
9;ANIKA CONRAD PORTER;1;5;819.29
10;KASPER VANCE TRAN;1;5;817.86
11;DORIAN CROSBY MITCHELL;2;1;817.57
12;TAYLOR ACOSTA FLYNN;1;2;815.29
13;SHAD CALLAHAN LANDRY;1;1;811.43
14;WADE PETERSEN GARNER;2;2;805.00
15;WHOOPI MONTOYA ROY;1;4;802.86
16;VANNA HOLDEN STOKES;2;4;801.43
17;BETHANY NOBLE CONNER;1;1;799.29
18;MADISON STEELE VALENZUELA;1;2;795.29
19;ILLIANA DICKSON COX;1;5;793.57
20;COLTON GRAVES BLACK;1;1;793.43
21;CALVIN HESTER FOLEY;2;2;789.29
22;OLIVIA OWENS WOOD;1;4;789.29
23;DEAN BAILEY CAMERON;1;1;782.29
24;DEMETRIA SHEPARD FOLEY;1;3;782.00
25;GERMANE TURNER OWENS;1;4;779.00
26;MAXWELL SOLOMON ALFORD;1;4;776.29
27;NATALIE WARD WRIGHT;1;5;775.57
28;KIRBY GREGORY HARDIN;2;1;769.14
29;HILARY ROBLES BURRIS;1;1;754.14
30;WYATT BROCK BRUCE;2;3;753.29
31;DEREK DUNCAN BROCK;1;3;749.43
32;GANNON GORDON CAMACHO;1;2;747.57
33;AMELIA DAVID SHANNON;1;2;738.43
34;VICTORIA CARPENTER MEYER;1;5;738.29
35;RILEY LUNA HENDERSON;2;4;736.86
36;YOLANDA GRIMES DAVID;1;2;734.86
37;YEN MURRAY SHANNON;2;4;734.29
38;COLT PICKETT PARKER;2;3;725.71
39;XERXES CUNNINGHAM LOTT;1;3;723.57
40;TOBIAS HAYNES BURGESS;1;1;722.29
41;CALLY RAMOS RIGGS;1;5;720.86
42;FRITZ VALENCIA SALINAS;2;3;720.00
43;KARLY BARRY MEYER;2;3;719.57
44;NADINE MCINTOSH HOUSTON;2;3;719.29
45;REAGAN CRAFT CARNEY;1;3;719.29
46;BRYNN ORR BROWN;2;5;718.86
47;AURELIA RIVAS WOLF;1;5;718.00
48;STEVEN WATKINS MCGUIRE;2;1;717.29
49;AKEEM NORMAN LANE;1;3;716.86
50;FERRIS BENNETT HINTON;2;3;713.86
51;KYLE MENDOZA MASSEY;1;1;712.14
52;EZRA MOSS WATKINS;1;1;708.57
53;CAROL PENA MCGUIRE;2;3;706.57
54;ROSE CONWAY MAYS;1;3;702.00
55;OLYMPIA JEFFERSON MORROW;1;3;696.00
56;VANCE SLOAN KANE;2;3;693.14
57;AMOS MOON DAVENPORT;2;5;685.29
58;NAYDA BRYAN PENNINGTON;2;1;681.29
59;HAVIVA WILCOX KIRBY;1;5;677.71
60;YETTA FINLEY KING;2;1;673.57
61;BEATRICE GILMORE HARMON;2;5;665.57
62;ETHAN MCKAY PRUITT;2;5;661.00
63;VICTOR AVERY THOMAS;1;5;654.00
64;KIBO HOWE KELLER;1;1;645.29
65;DALE KING MARTINEZ;2;5;643.43
66;CLARE CASE BAXTER;1;5;634.57
67;TIGER BYERS MERCADO;1;5;628.29
68;SHELLY GALLOWAY BENNETT;1;5;607.71
69;RAJA FRENCH VASQUEZ;1;5;602.86
70;LEILANI NORRIS WHITNEY;1;5;595.43
71;HILDA LINDSEY DUFFY;1;5;593.29
72;LEILA GOODMAN HAYES;1;5;568.86
73;AMOS BENJAMIN MERRILL;2;5;538.14


Curso:;Engenharia Eletrica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CARSON GILLIAM FARRELL;1;3;893.14
2;LANE NELSON RIOS;1;4;882.29
3;RUDYARD WEBSTER NEAL;1;4;855.57
4;STELLA EDWARDS HANEY;1;5;852.00
5;CHANDLER MOONEY VARGAS;1;4;833.00
6;BRITANNEY KINNEY VAZQUEZ;1;5;826.71
7;JENNIFER ENGLISH CUNNINGHAM;1;3;826.29
8;FELICIA HORN MIRANDA;1;5;823.00
9;NYSSA WOODWARD COOKE;1;5;814.86
10;EVAN PAGE GRAY;1;5;814.71
11;CARISSA MAYO ZIMMERMAN;1;3;797.57
12;CADE RAMSEY NOLAN;1;2;795.14
13;YOSHIO COHEN CASE;2;4;792.00
14;SERINA MIRANDA PETTY;1;3;788.71
15;DORIAN RUSSELL COX;1;4;788.14
16;SHANA WILDER LINDSAY;1;3;783.57
17;MAGEE WATKINS WOLFE;1;2;778.14
18;SYLVESTER EVERETT BURNS;1;1;776.86
19;IAN HORNE FRANKLIN;2;1;776.71
20;YURI BRADSHAW VAZQUEZ;2;2;776.29
21;JARED DALTON MCCLAIN;1;4;774.57
22;EDWARD SHEPHERD HOFFMAN;2;1;769.14
23;DRISCOLL SANDERS PARSONS;2;5;763.71
24;URSULA VANG GATES;1;3;760.57
25;EZRA KING MERRILL;1;2;754.71
26;BRYAR PALMER FORBES;1;5;754.14
27;MANNIX LAMBERT UNDERWOOD;2;5;752.14
28;ANNE KAUFMAN LLOYD;1;1;742.14
29;COLE DAVIS HESTER;1;1;742.00
30;PORTIA TUCKER ROSARIO;1;1;741.57
31;DENISE HOPPER JENKINS;1;3;736.29
32;VICTOR JENSEN RICHARDSON;2;3;734.29
33;INGRID MCGUIRE CONNER;1;1;733.86
34;PAUL PARSONS HURST;1;3;732.86
35;ALEA HODGES JOYNER;2;2;732.14
36;LEANDRA BOLTON STEELE;1;5;731.57
37;CONNOR HOLDER GARRETT;1;5;729.86
38;BIANCA DALE BURNS;1;1;727.71
39;IVY NIEVES CAIN;2;2;726.43
40;RANA BROCK BRYANT;1;5;726.43
41;QUINLAN HINES LOPEZ;2;5;724.00
42;KIRSTEN AGUILAR WHITLEY;1;5;719.71
43;JOEL VAUGHN LINDSAY;1;1;716.14
44;ZEPHANIA HOGAN HORN;2;5;711.57
45;RALPH RUIZ TODD;1;5;692.57
46;AUDRA COHEN BULLOCK;2;5;690.14
47;IDOLA SOLIS SMALL;1;5;688.14
48;QUYNN BOWMAN SELLERS;1;5;683.29
49;MAGEE WHITAKER ROACH;1;5;682.14
50;ODETTE GOFF ESTES;1;5;680.57
51;LEIGH HERMAN HOLCOMB;2;5;658.71
52;DYLAN MORAN GARRISON;1;5;621.29
53;ADARA ANDERSON STEIN;1;5;619.86
54;GRETCHEN ROSA BULLOCK;1;5;609.14
55;TANEK MACDONALD MARTIN;2;5;584.14
56;RUDYARD ESTES FREDERICK;1;5;556.86


Curso:;Engenharia Fisica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;CARLA SANTANA SNOW;1;2;882.71
2;HERROD HENRY COTTON;1;1;854.57
3;OLEG LUCAS COX;1;2;847.29
4;LAURA MARKS ROGERS;1;5;843.86
5;ARISTOTLE COLLINS GRAVES;1;3;837.86
6;RENEE MCGOWAN ZAMORA;1;3;825.14
7;STEWART CHARLES BISHOP;1;1;813.57
8;LAREINA WALLER RODRIGUEZ;1;3;809.14
9;NOEL MUELLER MACIAS;1;5;807.14
10;KADEN MICHAEL CARSON;1;4;804.71
11;HALL LOWERY CLEMONS;1;1;802.86
12;YAEL GREGORY YOUNG;1;3;801.71
13;CHANCELLOR HULL VELEZ;1;5;801.00
14;MINERVA MILLS CARROLL;2;2;799.86
15;BRADLEY JORDAN ACEVEDO;1;1;793.71
16;MARNY WHEELER ACEVEDO;2;1;788.43
17;SHANA DENNIS DELEON;1;4;784.14
18;LENORE DONOVAN HOUSTON;1;3;784.00
19;RIA WATERS PADILLA;1;5;782.86
20;XENOS PHELPS WAGNER;1;3;781.86
21;RAHIM KLEIN BOND;2;5;781.86
22;AUTUMN DILLON BUCKLEY;1;4;781.86
23;ELLIOTT WILLIAMSON OCONNOR;1;1;778.29
24;LAWRENCE PATEL BRUCE;1;4;774.43
25;HASAD YOUNG BLEVINS;1;2;772.86
26;TANA RIVERS MORAN;1;5;752.57
27;CURRAN BURNS NELSON;1;5;741.00
28;LIBBY HUNT VAUGHN;1;5;735.14
29;COURTNEY RIGGS SANDOVAL;2;5;734.14
30;DOMINIQUE KIRBY JARVIS;2;5;724.86
31;OLGA JOYCE BURNETT;1;5;677.00
32;JULIAN STEPHENSON GOLDEN;2;5;675.57
33;BRENDAN NEWTON WATKINS;2;5;661.14
34;WHITNEY FITZPATRICK WALTON;2;5;657.00
35;EMERY TRAVIS HOWELL;2;5;646.00
36;TARA VELAZQUEZ WATTS;1;5;639.71
37;NICHOLE HALEY POTTER;2;5;638.00
38;CHEROKEE BRADFORD HODGES;2;5;619.71
39;LILA PAGE VINSON;1;5;611.43
40;HEATHER STONE LOWE;1;5;585.14


Curso:;Engenharia Mecanica - Sao Carlos
Posicao;Nome;Opcao;Grupo;Media
1;BARRY RODGERS MCGOWAN;1;3;872.29
2;PASCALE RICHARDSON BERNARD;1;3;855.57
3;MELISSA PARKER JORDAN;1;5;850.43
4;REAGAN ROWLAND CONRAD;1;4;847.86
5;ALLEGRA KLINE HEBERT;1;2;845.14
6;SARAH HAYS KIRBY;1;5;837.29
7;HEDDA CASH BURRIS;1;5;830.14
